Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Ambos sexos;Total Nacional;De 35 a 44 años;2010T1;1.181,4
Ambos sexos;Total Nacional;De 35 a 44 años;2009T4;1.122,1
Ambos sexos;Total Nacional;De 35 a 44 años;2009T3;1.011
Ambos sexos;Total Nacional;De 35 a 44 años;2009T2;1.036,3
Ambos sexos;Total Nacional;De 35 a 44 años;2009T1;1.018,8
Ambos sexos;Total Nacional;De 35 a 44 años;2008T4;796,4
Ambos sexos;Total Nacional;De 35 a 44 años;2008T3;613,3
Ambos sexos;Total Nacional;De 35 a 44 años;2008T2;553,2
Ambos sexos;Total Nacional;De 35 a 44 años;2008T1;525,8
Ambos sexos;Total Nacional;De 35 a 44 años;2007T4;439,9
Ambos sexos;Total Nacional;De 35 a 44 años;2007T3;400,3
Ambos sexos;Total Nacional;De 35 a 44 años;2007T2;416,2
Ambos sexos;Total Nacional;De 35 a 44 años;2007T1;449,9
Ambos sexos;Total Nacional;De 35 a 44 años;2006T4;424,6
Ambos sexos;Total Nacional;De 35 a 44 años;2006T3;402,2
Ambos sexos;Total Nacional;De 35 a 44 años;2006T2;412,9
Ambos sexos;Total Nacional;De 35 a 44 años;2006T1;437,9
Ambos sexos;Total Nacional;De 35 a 44 años;2005T4;407,1
Ambos sexos;Total Nacional;De 35 a 44 años;2005T3;392,1
Ambos sexos;Total Nacional;De 35 a 44 años;2005T2;424,6
Ambos sexos;Total Nacional;De 35 a 44 años;2005T1;488,4
Ambos sexos;Total Nacional;De 35 a 44 años;2004T4;519,4
Ambos sexos;Total Nacional;De 35 a 44 años;2004T3;501,5
Ambos sexos;Total Nacional;De 35 a 44 años;2004T2;521,9
Ambos sexos;Total Nacional;De 35 a 44 años;2004T1;540,5
Ambos sexos;Total Nacional;De 35 a 44 años;2003T4;517,3
Ambos sexos;Total Nacional;De 35 a 44 años;2003T3;486,3
Ambos sexos;Total Nacional;De 35 a 44 años;2003T2;505,1
Ambos sexos;Total Nacional;De 35 a 44 años;2003T1;516,7
Ambos sexos;Total Nacional;De 35 a 44 años;2002T4;490,3
Ambos sexos;Total Nacional;De 35 a 44 años;2002T3;476,5
Ambos sexos;Total Nacional;De 35 a 44 años;2002T2;458,1
Ambos sexos;Total Nacional;De 35 a 44 años;2002T1;472,2
Ambos sexos;Total Nacional;De 45 a 54 años;2024T3;584,8
Ambos sexos;Total Nacional;De 45 a 54 años;2024T2;646
Ambos sexos;Total Nacional;De 45 a 54 años;2024T1;690,5
Ambos sexos;Total Nacional;De 45 a 54 años;2023T4;632,7
Ambos sexos;Total Nacional;De 45 a 54 años;2023T3;640,5
Ambos sexos;Total Nacional;De 45 a 54 años;2023T2;622,9
Ambos sexos;Total Nacional;De 45 a 54 años;2023T1;751,1
Ambos sexos;Total Nacional;De 45 a 54 años;2022T4;755,2
Ambos sexos;Total Nacional;De 45 a 54 años;2022T3;704,5
Ambos sexos;Total Nacional;De 45 a 54 años;2022T2;707,8
Ambos sexos;Total Nacional;De 45 a 54 años;2022T1;777,6
Ambos sexos;Total Nacional;De 45 a 54 años;2021T4;741,1
Ambos sexos;Total Nacional;De 45 a 54 años;2021T3;763,3
Ambos sexos;Total Nacional;De 45 a 54 años;2021T2;786,9
Ambos sexos;Total Nacional;De 45 a 54 años;2021T1;827,3
Ambos sexos;Total Nacional;De 45 a 54 años;2020T4;828,9
Ambos sexos;Total Nacional;De 45 a 54 años;2020T3;811,5
Ambos sexos;Total Nacional;De 45 a 54 años;2020T2;724,1
Ambos sexos;Total Nacional;De 45 a 54 años;2020T1;766,6
Ambos sexos;Total Nacional;De 45 a 54 años;2019T4;742,9
Ambos sexos;Total Nacional;De 45 a 54 años;2019T3;737,4
Ambos sexos;Total Nacional;De 45 a 54 años;2019T2;762,1
Ambos sexos;Total Nacional;De 45 a 54 años;2019T1;809,4
Ambos sexos;Total Nacional;De 45 a 54 años;2018T4;761,5
Ambos sexos;Total Nacional;De 45 a 54 años;2018T3;768,6
Ambos sexos;Total Nacional;De 45 a 54 años;2018T2;845,9
Ambos sexos;Total Nacional;De 45 a 54 años;2018T1;909,1
Ambos sexos;Total Nacional;De 45 a 54 años;2017T4;885,5
Ambos sexos;Total Nacional;De 45 a 54 años;2017T3;861,9
Ambos sexos;Total Nacional;De 45 a 54 años;2017T2;923,9
Ambos sexos;Total Nacional;De 45 a 54 años;2017T1;1.027
Ambos sexos;Total Nacional;De 45 a 54 años;2016T4;984,8
Ambos sexos;Total Nacional;De 45 a 54 años;2016T3;1.005,1
Ambos sexos;Total Nacional;De 45 a 54 años;2016T2;1.048
Ambos sexos;Total Nacional;De 45 a 54 años;2016T1;1.107,6
Ambos sexos;Total Nacional;De 45 a 54 años;2015T4;1.095,2
Ambos sexos;Total Nacional;De 45 a 54 años;2015T3;1.113
Ambos sexos;Total Nacional;De 45 a 54 años;2015T2;1.187
Ambos sexos;Total Nacional;De 45 a 54 años;2015T1;1.243
Ambos sexos;Total Nacional;De 45 a 54 años;2014T4;1.203,7
Ambos sexos;Total Nacional;De 45 a 54 años;2014T3;1.194,1
Ambos sexos;Total Nacional;De 45 a 54 años;2014T2;1.263,3
Ambos sexos;Total Nacional;De 45 a 54 años;2014T1;1.303,3
Ambos sexos;Total Nacional;De 45 a 54 años;2013T4;1.278,5
Ambos sexos;Total Nacional;De 45 a 54 años;2013T3;1.270,3
Ambos sexos;Total Nacional;De 45 a 54 años;2013T2;1.284,9
Ambos sexos;Total Nacional;De 45 a 54 años;2013T1;1.287,4
Ambos sexos;Total Nacional;De 45 a 54 años;2012T4;1.205,8
Ambos sexos;Total Nacional;De 45 a 54 años;2012T3;1.186,7
Ambos sexos;Total Nacional;De 45 a 54 años;2012T2;1.151,3
Ambos sexos;Total Nacional;De 45 a 54 años;2012T1;1.118
Ambos sexos;Total Nacional;De 45 a 54 años;2011T4;1.013,4
Ambos sexos;Total Nacional;De 45 a 54 años;2011T3;938,3
Ambos sexos;Total Nacional;De 45 a 54 años;2011T2;883,7
Ambos sexos;Total Nacional;De 45 a 54 años;2011T1;913,5
Ambos sexos;Total Nacional;De 45 a 54 años;2010T4;847,4
Ambos sexos;Total Nacional;De 45 a 54 años;2010T3;773,3
Ambos sexos;Total Nacional;De 45 a 54 años;2010T2;826,3
Ambos sexos;Total Nacional;De 45 a 54 años;2010T1;807,4
Ambos sexos;Total Nacional;De 45 a 54 años;2009T4;721,4
Ambos sexos;Total Nacional;De 45 a 54 años;2009T3;657,4
Ambos sexos;Total Nacional;De 45 a 54 años;2009T2;679,2
Ambos sexos;Total Nacional;De 45 a 54 años;2009T1;658,7
Ambos sexos;Total Nacional;De 45 a 54 años;2008T4;503,2
Ambos sexos;Total Nacional;De 45 a 54 años;2008T3;395,7
Ambos sexos;Total Nacional;De 45 a 54 años;2008T2;376,2
Ambos sexos;Total Nacional;De 45 a 54 años;2008T1;351,5
Ambos sexos;Total Nacional;De 45 a 54 años;2007T4;324,6
Ambos sexos;Total Nacional;De 45 a 54 años;2007T3;286
Ambos sexos;Total Nacional;De 45 a 54 años;2007T2;280,2
Ambos sexos;Total Nacional;De 45 a 54 años;2007T1;281,8
Ambos sexos;Total Nacional;De 45 a 54 años;2006T4;268,7
Ambos sexos;Total Nacional;De 45 a 54 años;2006T3;250,6
Ambos sexos;Total Nacional;De 45 a 54 años;2006T2;247,9
Ambos sexos;Total Nacional;De 45 a 54 años;2006T1;280,1
Ambos sexos;Total Nacional;De 45 a 54 años;2005T4;261,4
Ambos sexos;Total Nacional;De 45 a 54 años;2005T3;243,1
Ambos sexos;Total Nacional;De 45 a 54 años;2005T2;265
Ambos sexos;Total Nacional;De 45 a 54 años;2005T1;286,6
Ambos sexos;Total Nacional;De 45 a 54 años;2004T4;308,6
Ambos sexos;Total Nacional;De 45 a 54 años;2004T3;299
Ambos sexos;Total Nacional;De 45 a 54 años;2004T2;302,6
Ambos sexos;Total Nacional;De 45 a 54 años;2004T1;298,4
Ambos sexos;Total Nacional;De 45 a 54 años;2003T4;295,5
Ambos sexos;Total Nacional;De 45 a 54 años;2003T3;274,9
Ambos sexos;Total Nacional;De 45 a 54 años;2003T2;285,8
Ambos sexos;Total Nacional;De 45 a 54 años;2003T1;314,9
Ambos sexos;Total Nacional;De 45 a 54 años;2002T4;289,9
Ambos sexos;Total Nacional;De 45 a 54 años;2002T3;286,6
Ambos sexos;Total Nacional;De 45 a 54 años;2002T2;282,2
Ambos sexos;Total Nacional;De 45 a 54 años;2002T1;271,2
Ambos sexos;Total Nacional;55 y más años;2024T3;515,9
Ambos sexos;Total Nacional;55 y más años;2024T2;507,6
Ambos sexos;Total Nacional;55 y más años;2024T1;556,6
Ambos sexos;Total Nacional;55 y más años;2023T4;530,1
Ambos sexos;Total Nacional;55 y más años;2023T3;534,1
Ambos sexos;Total Nacional;55 y más años;2023T2;537,2
Ambos sexos;Total Nacional;55 y más años;2023T1;566,5
Ambos sexos;Total Nacional;55 y más años;2022T4;524,3
Ambos sexos;Total Nacional;55 y más años;2022T3;493
Ambos sexos;Total Nacional;55 y más años;2022T2;546,4
Ambos sexos;Total Nacional;55 y más años;2022T1;561
Ambos sexos;Total Nacional;55 y más años;2021T4;562,9
Ambos sexos;Total Nacional;55 y más años;2021T3;626,3
Ambos sexos;Total Nacional;55 y más años;2021T2;561,9
Ambos sexos;Total Nacional;55 y más años;2021T1;550,5
Ambos sexos;Total Nacional;55 y más años;2020T4;541,7
Ambos sexos;Total Nacional;55 y más años;2020T3;511,5
Ambos sexos;Total Nacional;55 y más años;2020T2;474
Ambos sexos;Total Nacional;55 y más años;2020T1;508,6
Ambos sexos;Total Nacional;55 y más años;2019T4;510,5
Ambos sexos;Total Nacional;55 y más años;2019T3;472,6
Ambos sexos;Total Nacional;55 y más años;2019T2;492,1
Ambos sexos;Total Nacional;55 y más años;2019T1;492,9
Ambos sexos;Total Nacional;55 y más años;2018T4;497,5
Ambos sexos;Total Nacional;55 y más años;2018T3;463
Ambos sexos;Total Nacional;55 y más años;2018T2;511,6
Ambos sexos;Total Nacional;55 y más años;2018T1;553,4
Ambos sexos;Total Nacional;55 y más años;2017T4;532,7
Ambos sexos;Total Nacional;55 y más años;2017T3;524
Ambos sexos;Total Nacional;55 y más años;2017T2;542,1
Ambos sexos;Total Nacional;55 y más años;2017T1;560,1
Ambos sexos;Total Nacional;55 y más años;2016T4;574
Ambos sexos;Total Nacional;55 y más años;2016T3;567,8
Ambos sexos;Total Nacional;55 y más años;2016T2;576,7
Ambos sexos;Total Nacional;55 y más años;2016T1;602,1
Ambos sexos;Total Nacional;55 y más años;2015T4;609,8
Ambos sexos;Total Nacional;55 y más años;2015T3;595,9
Ambos sexos;Total Nacional;55 y más años;2015T2;591,9
Ambos sexos;Total Nacional;55 y más años;2015T1;598,7
Ambos sexos;Total Nacional;55 y más años;2014T4;614
Ambos sexos;Total Nacional;55 y más años;2014T3;593,1
Ambos sexos;Total Nacional;55 y más años;2014T2;610,4
Ambos sexos;Total Nacional;55 y más años;2014T1;602,6
Ambos sexos;Total Nacional;55 y más años;2013T4;592,2
Ambos sexos;Total Nacional;55 y más años;2013T3;577,7
Ambos sexos;Total Nacional;55 y más años;2013T2;576,1
Ambos sexos;Total Nacional;55 y más años;2013T1;589,4
Ambos sexos;Total Nacional;55 y más años;2012T4;538,6
Ambos sexos;Total Nacional;55 y más años;2012T3;514,1
Ambos sexos;Total Nacional;55 y más años;2012T2;504,5
Ambos sexos;Total Nacional;55 y más años;2012T1;481,6
Ambos sexos;Total Nacional;55 y más años;2011T4;452,7
Ambos sexos;Total Nacional;55 y más años;2011T3;408,1
Ambos sexos;Total Nacional;55 y más años;2011T2;384,7
Ambos sexos;Total Nacional;55 y más años;2011T1;385
Ambos sexos;Total Nacional;55 y más años;2010T4;383,7
Ambos sexos;Total Nacional;55 y más años;2010T3;370
Ambos sexos;Total Nacional;55 y más años;2010T2;362,8
Ambos sexos;Total Nacional;55 y más años;2010T1;349,9
Ambos sexos;Total Nacional;55 y más años;2009T4;330,3
Ambos sexos;Total Nacional;55 y más años;2009T3;303,2
Ambos sexos;Total Nacional;55 y más años;2009T2;309,8
Ambos sexos;Total Nacional;55 y más años;2009T1;273,7
Ambos sexos;Total Nacional;55 y más años;2008T4;220,3
Ambos sexos;Total Nacional;55 y más años;2008T3;175,6
Ambos sexos;Total Nacional;55 y más años;2008T2;166,8
Ambos sexos;Total Nacional;55 y más años;2008T1;161
Ambos sexos;Total Nacional;55 y más años;2007T4;143,7
Ambos sexos;Total Nacional;55 y más años;2007T3;133,6
Ambos sexos;Total Nacional;55 y más años;2007T2;132,8
Ambos sexos;Total Nacional;55 y más años;2007T1;140,2
Ambos sexos;Total Nacional;55 y más años;2006T4;126,3
Ambos sexos;Total Nacional;55 y más años;2006T3;123,2
Ambos sexos;Total Nacional;55 y más años;2006T2;125,8
Ambos sexos;Total Nacional;55 y más años;2006T1;136,5
Ambos sexos;Total Nacional;55 y más años;2005T4;128,3
Ambos sexos;Total Nacional;55 y más años;2005T3;117,2
Ambos sexos;Total Nacional;55 y más años;2005T2;149,8
Ambos sexos;Total Nacional;55 y más años;2005T1;146,9
Ambos sexos;Total Nacional;55 y más años;2004T4;144,6
Ambos sexos;Total Nacional;55 y más años;2004T3;146,1
Ambos sexos;Total Nacional;55 y más años;2004T2;148
Ambos sexos;Total Nacional;55 y más años;2004T1;137,7
Ambos sexos;Total Nacional;55 y más años;2003T4;133,6
Ambos sexos;Total Nacional;55 y más años;2003T3;145,1
Ambos sexos;Total Nacional;55 y más años;2003T2;128,5
Ambos sexos;Total Nacional;55 y más años;2003T1;130,1
Ambos sexos;Total Nacional;55 y más años;2002T4;133,3
Ambos sexos;Total Nacional;55 y más años;2002T3;133
Ambos sexos;Total Nacional;55 y más años;2002T2;125,9
Ambos sexos;Total Nacional;55 y más años;2002T1;128,7
Ambos sexos;01 Andalucía;Total;2024T3;670,4
Ambos sexos;01 Andalucía;Total;2024T2;676
Ambos sexos;01 Andalucía;Total;2024T1;730
Ambos sexos;01 Andalucía;Total;2023T4;727,4
Ambos sexos;01 Andalucía;Total;2023T3;783,5
Ambos sexos;01 Andalucía;Total;2023T2;755,4
Ambos sexos;01 Andalucía;Total;2023T1;753,6
Ambos sexos;01 Andalucía;Total;2022T4;772
Ambos sexos;01 Andalucía;Total;2022T3;778,9
Ambos sexos;01 Andalucía;Total;2022T2;760,9
Ambos sexos;01 Andalucía;Total;2022T1;784,8
Ambos sexos;01 Andalucía;Total;2021T4;830,9
Ambos sexos;01 Andalucía;Total;2021T3;919,8
Ambos sexos;01 Andalucía;Total;2021T2;877,6
Ambos sexos;01 Andalucía;Total;2021T1;897,3
Ambos sexos;01 Andalucía;Total;2020T4;907,2
Ambos sexos;01 Andalucía;Total;2020T3;932,3
Ambos sexos;01 Andalucía;Total;2020T2;788,5
Ambos sexos;01 Andalucía;Total;2020T1;836,7
Ambos sexos;01 Andalucía;Total;2019T4;823,9
Ambos sexos;01 Andalucía;Total;2019T3;865,8
Ambos sexos;01 Andalucía;Total;2019T2;835,5
Ambos sexos;01 Andalucía;Total;2019T1;829,5
Ambos sexos;01 Andalucía;Total;2018T4;834,3
Ambos sexos;01 Andalucía;Total;2018T3;898,2
Ambos sexos;01 Andalucía;Total;2018T2;910,3
Ambos sexos;01 Andalucía;Total;2018T1;975,7
Ambos sexos;01 Andalucía;Total;2017T4;960,6
Ambos sexos;01 Andalucía;Total;2017T3;1.005,6
Ambos sexos;01 Andalucía;Total;2017T2;1.000,2
Ambos sexos;01 Andalucía;Total;2017T1;1.072,4
Ambos sexos;01 Andalucía;Total;2016T4;1.120,3
Ambos sexos;01 Andalucía;Total;2016T3;1.133,8
Ambos sexos;01 Andalucía;Total;2016T2;1.161,1
Ambos sexos;01 Andalucía;Total;2016T1;1.189,2
Ambos sexos;01 Andalucía;Total;2015T4;1.198,3
Ambos sexos;01 Andalucía;Total;2015T3;1.281,9
Ambos sexos;01 Andalucía;Total;2015T2;1.260,5
Ambos sexos;01 Andalucía;Total;2015T1;1.359,1
Ambos sexos;01 Andalucía;Total;2014T4;1.395,7
Ambos sexos;01 Andalucía;Total;2014T3;1.419,1
Ambos sexos;01 Andalucía;Total;2014T2;1.400,3
Ambos sexos;01 Andalucía;Total;2014T1;1.403,4
Ambos sexos;01 Andalucía;Total;2013T4;1.462,5
Ambos sexos;01 Andalucía;Total;2013T3;1.450,8
Ambos sexos;01 Andalucía;Total;2013T2;1.447,2
Ambos sexos;01 Andalucía;Total;2013T1;1.481,7
Ambos sexos;01 Andalucía;Total;2012T4;1.446,8
Ambos sexos;01 Andalucía;Total;2012T3;1.426,7
Ambos sexos;01 Andalucía;Total;2012T2;1.358,7
Ambos sexos;01 Andalucía;Total;2012T1;1.326,5
Ambos sexos;01 Andalucía;Total;2011T4;1.247
Ambos sexos;01 Andalucía;Total;2011T3;1.227,9
Ambos sexos;01 Andalucía;Total;2011T2;1.173,5
Ambos sexos;01 Andalucía;Total;2011T1;1.177,6
Ambos sexos;01 Andalucía;Total;2010T4;1.117,4
Ambos sexos;01 Andalucía;Total;2010T3;1.125,1
Ambos sexos;01 Andalucía;Total;2010T2;1.100,2
Ambos sexos;01 Andalucía;Total;2010T1;1.077,4
Ambos sexos;01 Andalucía;Total;2009T4;1.034,1
Ambos sexos;01 Andalucía;Total;2009T3;992,7
Ambos sexos;01 Andalucía;Total;2009T2;994,4
Ambos sexos;01 Andalucía;Total;2009T1;939,6
Ambos sexos;01 Andalucía;Total;2008T4;845,6
Ambos sexos;01 Andalucía;Total;2008T3;701,7
Ambos sexos;01 Andalucía;Total;2008T2;616,1
Ambos sexos;01 Andalucía;Total;2008T1;561,7
Ambos sexos;01 Andalucía;Total;2007T4;525,4
Ambos sexos;01 Andalucía;Total;2007T3;466,7
Ambos sexos;01 Andalucía;Total;2007T2;442,3
Ambos sexos;01 Andalucía;Total;2007T1;459,7
Ambos sexos;01 Andalucía;Total;2006T4;442
Ambos sexos;01 Andalucía;Total;2006T3;446,4
Ambos sexos;01 Andalucía;Total;2006T2;448,7
Ambos sexos;01 Andalucía;Total;2006T1;476,3
Ambos sexos;01 Andalucía;Total;2005T4;489,9
Ambos sexos;01 Andalucía;Total;2005T3;470,5
Ambos sexos;01 Andalucía;Total;2005T2;474,8
Ambos sexos;01 Andalucía;Total;2005T1;489,2
Ambos sexos;01 Andalucía;Total;2004T4;547,4
Ambos sexos;01 Andalucía;Total;2004T3;590,3
Ambos sexos;01 Andalucía;Total;2004T2;578,3
Ambos sexos;01 Andalucía;Total;2004T1;567,8
Ambos sexos;01 Andalucía;Total;2003T4;608,2
Ambos sexos;01 Andalucía;Total;2003T3;605,1
Ambos sexos;01 Andalucía;Total;2003T2;581,7
Ambos sexos;01 Andalucía;Total;2003T1;611
Ambos sexos;01 Andalucía;Total;2002T4;644,7
Ambos sexos;01 Andalucía;Total;2002T3;641,5
Ambos sexos;01 Andalucía;Total;2002T2;591,7
Ambos sexos;01 Andalucía;Total;2002T1;591,1
Ambos sexos;01 Andalucía;De 16 a 19 años;2024T3;27,5
Ambos sexos;01 Andalucía;De 16 a 19 años;2024T2;35,6
Ambos sexos;01 Andalucía;De 16 a 19 años;2024T1;23,5
Ambos sexos;01 Andalucía;De 16 a 19 años;2023T4;28,4
Ambos sexos;01 Andalucía;De 16 a 19 años;2023T3;36,9
Ambos sexos;01 Andalucía;De 16 a 19 años;2023T2;33,9
Ambos sexos;01 Andalucía;De 16 a 19 años;2023T1;27,7
Ambos sexos;01 Andalucía;De 16 a 19 años;2022T4;24,2
Ambos sexos;01 Andalucía;De 16 a 19 años;2022T3;25,6
Ambos sexos;01 Andalucía;De 16 a 19 años;2022T2;26,7
Ambos sexos;01 Andalucía;De 16 a 19 años;2022T1;20
Ambos sexos;01 Andalucía;De 16 a 19 años;2021T4;27,2
Ambos sexos;01 Andalucía;De 16 a 19 años;2021T3;28,5
Ambos sexos;01 Andalucía;De 16 a 19 años;2021T2;29
Ambos sexos;01 Andalucía;De 16 a 19 años;2021T1;18,7
Ambos sexos;01 Andalucía;De 16 a 19 años;2020T4;32,3
Ambos sexos;01 Andalucía;De 16 a 19 años;2020T3;32,5
Ambos sexos;01 Andalucía;De 16 a 19 años;2020T2;20,9
Ambos sexos;01 Andalucía;De 16 a 19 años;2020T1;29,1
Ambos sexos;01 Andalucía;De 16 a 19 años;2019T4;27,8
Ambos sexos;01 Andalucía;De 16 a 19 años;2019T3;33
Ambos sexos;01 Andalucía;De 16 a 19 años;2019T2;28,3
Ambos sexos;01 Andalucía;De 16 a 19 años;2019T1;28,9
Ambos sexos;01 Andalucía;De 16 a 19 años;2018T4;28,6
Ambos sexos;01 Andalucía;De 16 a 19 años;2018T3;29,9
Ambos sexos;01 Andalucía;De 16 a 19 años;2018T2;33,8
Ambos sexos;01 Andalucía;De 16 a 19 años;2018T1;32,7
Ambos sexos;01 Andalucía;De 16 a 19 años;2017T4;33,3
Ambos sexos;01 Andalucía;De 16 a 19 años;2017T3;36,3
Ambos sexos;01 Andalucía;De 16 a 19 años;2017T2;31,3
Ambos sexos;01 Andalucía;De 16 a 19 años;2017T1;32,4
Ambos sexos;01 Andalucía;De 16 a 19 años;2016T4;35,8
Ambos sexos;01 Andalucía;De 16 a 19 años;2016T3;34,7
Ambos sexos;01 Andalucía;De 16 a 19 años;2016T2;31,5
Ambos sexos;01 Andalucía;De 16 a 19 años;2016T1;36
Ambos sexos;01 Andalucía;De 16 a 19 años;2015T4;35,1
Ambos sexos;01 Andalucía;De 16 a 19 años;2015T3;39,6
Ambos sexos;01 Andalucía;De 16 a 19 años;2015T2;38,8
Ambos sexos;01 Andalucía;De 16 a 19 años;2015T1;34,5
Ambos sexos;01 Andalucía;De 16 a 19 años;2014T4;37
Ambos sexos;01 Andalucía;De 16 a 19 años;2014T3;43
Ambos sexos;01 Andalucía;De 16 a 19 años;2014T2;35,9
Ambos sexos;01 Andalucía;De 16 a 19 años;2014T1;35,6
Ambos sexos;01 Andalucía;De 16 a 19 años;2013T4;45,3
Ambos sexos;01 Andalucía;De 16 a 19 años;2013T3;54,8
Ambos sexos;01 Andalucía;De 16 a 19 años;2013T2;47,5
Ambos sexos;01 Andalucía;De 16 a 19 años;2013T1;49,1
Ambos sexos;01 Andalucía;De 16 a 19 años;2012T4;50
Ambos sexos;01 Andalucía;De 16 a 19 años;2012T3;55,9
Ambos sexos;01 Andalucía;De 16 a 19 años;2012T2;56,7
Ambos sexos;01 Andalucía;De 16 a 19 años;2012T1;50,8
Ambos sexos;01 Andalucía;De 16 a 19 años;2011T4;56,2
Ambos sexos;01 Andalucía;De 16 a 19 años;2011T3;58,4
Ambos sexos;01 Andalucía;De 16 a 19 años;2011T2;50,3
Ambos sexos;01 Andalucía;De 16 a 19 años;2011T1;51,2
Ambos sexos;01 Andalucía;De 16 a 19 años;2010T4;51,4
Ambos sexos;01 Andalucía;De 16 a 19 años;2010T3;59,3
Ambos sexos;01 Andalucía;De 16 a 19 años;2010T2;63,4
Ambos sexos;01 Andalucía;De 16 a 19 años;2010T1;59,5
Ambos sexos;01 Andalucía;De 16 a 19 años;2009T4;54,2
Ambos sexos;01 Andalucía;De 16 a 19 años;2009T3;59,6
Ambos sexos;01 Andalucía;De 16 a 19 años;2009T2;68,8
Ambos sexos;01 Andalucía;De 16 a 19 años;2009T1;61,9
Ambos sexos;01 Andalucía;De 16 a 19 años;2008T4;64,2
Ambos sexos;01 Andalucía;De 16 a 19 años;2008T3;60,1
Ambos sexos;01 Andalucía;De 16 a 19 años;2008T2;53,3
Ambos sexos;01 Andalucía;De 16 a 19 años;2008T1;49,5
Ambos sexos;01 Andalucía;De 16 a 19 años;2007T4;45,6
Ambos sexos;01 Andalucía;De 16 a 19 años;2007T3;44,2
Ambos sexos;01 Andalucía;De 16 a 19 años;2007T2;40,8
Ambos sexos;01 Andalucía;De 16 a 19 años;2007T1;35,4
Ambos sexos;01 Andalucía;De 16 a 19 años;2006T4;39,8
Ambos sexos;01 Andalucía;De 16 a 19 años;2006T3;33,8
Ambos sexos;01 Andalucía;De 16 a 19 años;2006T2;38,2
Ambos sexos;01 Andalucía;De 16 a 19 años;2006T1;37,1
Ambos sexos;01 Andalucía;De 16 a 19 años;2005T4;34,8
Ambos sexos;01 Andalucía;De 16 a 19 años;2005T3;41,8
Ambos sexos;01 Andalucía;De 16 a 19 años;2005T2;47,8
Ambos sexos;01 Andalucía;De 16 a 19 años;2005T1;41,4
Ambos sexos;01 Andalucía;De 16 a 19 años;2004T4;35,9
Ambos sexos;01 Andalucía;De 16 a 19 años;2004T3;41,7
Ambos sexos;01 Andalucía;De 16 a 19 años;2004T2;40
Ambos sexos;01 Andalucía;De 16 a 19 años;2004T1;35,2
Ambos sexos;01 Andalucía;De 16 a 19 años;2003T4;40,7
Ambos sexos;01 Andalucía;De 16 a 19 años;2003T3;41,7
Ambos sexos;01 Andalucía;De 16 a 19 años;2003T2;41,3
Ambos sexos;01 Andalucía;De 16 a 19 años;2003T1;38,5
Ambos sexos;01 Andalucía;De 16 a 19 años;2002T4;47
Ambos sexos;01 Andalucía;De 16 a 19 años;2002T3;48,3
Ambos sexos;01 Andalucía;De 16 a 19 años;2002T2;39,7
Ambos sexos;01 Andalucía;De 16 a 19 años;2002T1;36,8
Ambos sexos;01 Andalucía;De 20 a 24 años;2024T3;86,9
Ambos sexos;01 Andalucía;De 20 a 24 años;2024T2;83,6
Ambos sexos;01 Andalucía;De 20 a 24 años;2024T1;75,3
Ambos sexos;01 Andalucía;De 20 a 24 años;2023T4;87,1
Ambos sexos;01 Andalucía;De 20 a 24 años;2023T3;99,1
Ambos sexos;01 Andalucía;De 20 a 24 años;2023T2;85,8
Ambos sexos;01 Andalucía;De 20 a 24 años;2023T1;71
Ambos sexos;01 Andalucía;De 20 a 24 años;2022T4;72,4
