Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Hombres;02 Aragón;De 35 a 44 años;2017T3;6,4
Hombres;02 Aragón;De 35 a 44 años;2017T2;5,4
Hombres;02 Aragón;De 35 a 44 años;2017T1;7,2
Hombres;02 Aragón;De 35 a 44 años;2016T4;7,4
Hombres;02 Aragón;De 35 a 44 años;2016T3;10,3
Hombres;02 Aragón;De 35 a 44 años;2016T2;13,9
Hombres;02 Aragón;De 35 a 44 años;2016T1;11,8
Hombres;02 Aragón;De 35 a 44 años;2015T4;12,7
Hombres;02 Aragón;De 35 a 44 años;2015T3;13,3
Hombres;02 Aragón;De 35 a 44 años;2015T2;12,9
Hombres;02 Aragón;De 35 a 44 años;2015T1;16
Hombres;02 Aragón;De 35 a 44 años;2014T4;14,5
Hombres;02 Aragón;De 35 a 44 años;2014T3;15,5
Hombres;02 Aragón;De 35 a 44 años;2014T2;16,6
Hombres;02 Aragón;De 35 a 44 años;2014T1;20
Hombres;02 Aragón;De 35 a 44 años;2013T4;21,4
Hombres;02 Aragón;De 35 a 44 años;2013T3;19,4
Hombres;02 Aragón;De 35 a 44 años;2013T2;17,5
Hombres;02 Aragón;De 35 a 44 años;2013T1;20,8
Hombres;02 Aragón;De 35 a 44 años;2012T4;16,2
Hombres;02 Aragón;De 35 a 44 años;2012T3;14
Hombres;02 Aragón;De 35 a 44 años;2012T2;16,2
Hombres;02 Aragón;De 35 a 44 años;2012T1;15
Hombres;02 Aragón;De 35 a 44 años;2011T4;14,3
Hombres;02 Aragón;De 35 a 44 años;2011T3;12,4
Hombres;02 Aragón;De 35 a 44 años;2011T2;13,9
Hombres;02 Aragón;De 35 a 44 años;2011T1;17,7
Hombres;02 Aragón;De 35 a 44 años;2010T4;15,2
Hombres;02 Aragón;De 35 a 44 años;2010T3;13
Hombres;02 Aragón;De 35 a 44 años;2010T2;13,6
Hombres;02 Aragón;De 35 a 44 años;2010T1;15,1
Hombres;02 Aragón;De 35 a 44 años;2009T4;15,1
Hombres;02 Aragón;De 35 a 44 años;2009T3;11,2
Hombres;02 Aragón;De 35 a 44 años;2009T2;13,6
Hombres;02 Aragón;De 35 a 44 años;2009T1;11,8
Hombres;02 Aragón;De 35 a 44 años;2008T4;7,2
Hombres;02 Aragón;De 35 a 44 años;2008T3;5,3
Hombres;02 Aragón;De 35 a 44 años;2008T2;5,2
Hombres;02 Aragón;De 35 a 44 años;2008T1;3,5
Hombres;02 Aragón;De 35 a 44 años;2007T4;4,4
Hombres;02 Aragón;De 35 a 44 años;2007T3;2,3
Hombres;02 Aragón;De 35 a 44 años;2007T2;3,6
Hombres;02 Aragón;De 35 a 44 años;2007T1;4,2
Hombres;02 Aragón;De 35 a 44 años;2006T4;4,6
Hombres;02 Aragón;De 35 a 44 años;2006T3;3,2
Hombres;02 Aragón;De 35 a 44 años;2006T2;2,8
Hombres;02 Aragón;De 35 a 44 años;2006T1;2,3
Hombres;02 Aragón;De 35 a 44 años;2005T4;3,2
Hombres;02 Aragón;De 35 a 44 años;2005T3;2
Hombres;02 Aragón;De 35 a 44 años;2005T2;2,7
Hombres;02 Aragón;De 35 a 44 años;2005T1;2,2
Hombres;02 Aragón;De 35 a 44 años;2004T4;2,9
Hombres;02 Aragón;De 35 a 44 años;2004T3;1,8
Hombres;02 Aragón;De 35 a 44 años;2004T2;3,3
Hombres;02 Aragón;De 35 a 44 años;2004T1;3,9
Hombres;02 Aragón;De 35 a 44 años;2003T4;3,3
Hombres;02 Aragón;De 35 a 44 años;2003T3;2,3
Hombres;02 Aragón;De 35 a 44 años;2003T2;4,2
Hombres;02 Aragón;De 35 a 44 años;2003T1;5,1
Hombres;02 Aragón;De 35 a 44 años;2002T4;2,6
Hombres;02 Aragón;De 35 a 44 años;2002T3;2
Hombres;02 Aragón;De 35 a 44 años;2002T2;2,4
Hombres;02 Aragón;De 35 a 44 años;2002T1;2,5
Hombres;02 Aragón;De 45 a 54 años;2024T3;5
Hombres;02 Aragón;De 45 a 54 años;2024T2;5,5
Hombres;02 Aragón;De 45 a 54 años;2024T1;3,5
Hombres;02 Aragón;De 45 a 54 años;2023T4;3,5
Hombres;02 Aragón;De 45 a 54 años;2023T3;4,1
Hombres;02 Aragón;De 45 a 54 años;2023T2;3,5
Hombres;02 Aragón;De 45 a 54 años;2023T1;5
Hombres;02 Aragón;De 45 a 54 años;2022T4;4
Hombres;02 Aragón;De 45 a 54 años;2022T3;5,8
Hombres;02 Aragón;De 45 a 54 años;2022T2;3,9
Hombres;02 Aragón;De 45 a 54 años;2022T1;6,8
Hombres;02 Aragón;De 45 a 54 años;2021T4;4,6
Hombres;02 Aragón;De 45 a 54 años;2021T3;4,5
Hombres;02 Aragón;De 45 a 54 años;2021T2;5,3
Hombres;02 Aragón;De 45 a 54 años;2021T1;7,6
Hombres;02 Aragón;De 45 a 54 años;2020T4;7,3
Hombres;02 Aragón;De 45 a 54 años;2020T3;8,7
Hombres;02 Aragón;De 45 a 54 años;2020T2;6,6
Hombres;02 Aragón;De 45 a 54 años;2020T1;7,7
Hombres;02 Aragón;De 45 a 54 años;2019T4;6,9
Hombres;02 Aragón;De 45 a 54 años;2019T3;5,8
Hombres;02 Aragón;De 45 a 54 años;2019T2;5,3
Hombres;02 Aragón;De 45 a 54 años;2019T1;5,9
Hombres;02 Aragón;De 45 a 54 años;2018T4;8,4
Hombres;02 Aragón;De 45 a 54 años;2018T3;6,4
Hombres;02 Aragón;De 45 a 54 años;2018T2;7,6
Hombres;02 Aragón;De 45 a 54 años;2018T1;9,6
Hombres;02 Aragón;De 45 a 54 años;2017T4;8,6
Hombres;02 Aragón;De 45 a 54 años;2017T3;7,1
Hombres;02 Aragón;De 45 a 54 años;2017T2;8,4
Hombres;02 Aragón;De 45 a 54 años;2017T1;10,4
Hombres;02 Aragón;De 45 a 54 años;2016T4;8,6
Hombres;02 Aragón;De 45 a 54 años;2016T3;7,8
Hombres;02 Aragón;De 45 a 54 años;2016T2;9,8
Hombres;02 Aragón;De 45 a 54 años;2016T1;11,1
Hombres;02 Aragón;De 45 a 54 años;2015T4;9,3
Hombres;02 Aragón;De 45 a 54 años;2015T3;10,6
Hombres;02 Aragón;De 45 a 54 años;2015T2;10,7
Hombres;02 Aragón;De 45 a 54 años;2015T1;11,7
Hombres;02 Aragón;De 45 a 54 años;2014T4;12,8
Hombres;02 Aragón;De 45 a 54 años;2014T3;11,9
Hombres;02 Aragón;De 45 a 54 años;2014T2;16,9
Hombres;02 Aragón;De 45 a 54 años;2014T1;17,2
Hombres;02 Aragón;De 45 a 54 años;2013T4;14,4
Hombres;02 Aragón;De 45 a 54 años;2013T3;15,4
Hombres;02 Aragón;De 45 a 54 años;2013T2;14,2
Hombres;02 Aragón;De 45 a 54 años;2013T1;16,6
Hombres;02 Aragón;De 45 a 54 años;2012T4;12,3
Hombres;02 Aragón;De 45 a 54 años;2012T3;13,1
Hombres;02 Aragón;De 45 a 54 años;2012T2;12,4
Hombres;02 Aragón;De 45 a 54 años;2012T1;14,5
Hombres;02 Aragón;De 45 a 54 años;2011T4;15,2
Hombres;02 Aragón;De 45 a 54 años;2011T3;10,3
Hombres;02 Aragón;De 45 a 54 años;2011T2;11,6
Hombres;02 Aragón;De 45 a 54 años;2011T1;12,7
Hombres;02 Aragón;De 45 a 54 años;2010T4;10,6
Hombres;02 Aragón;De 45 a 54 años;2010T3;9,2
Hombres;02 Aragón;De 45 a 54 años;2010T2;7,1
Hombres;02 Aragón;De 45 a 54 años;2010T1;8
Hombres;02 Aragón;De 45 a 54 años;2009T4;7,9
Hombres;02 Aragón;De 45 a 54 años;2009T3;6,9
Hombres;02 Aragón;De 45 a 54 años;2009T2;7,6
Hombres;02 Aragón;De 45 a 54 años;2009T1;7,5
Hombres;02 Aragón;De 45 a 54 años;2008T4;5,7
Hombres;02 Aragón;De 45 a 54 años;2008T3;3,5
Hombres;02 Aragón;De 45 a 54 años;2008T2;2,5
Hombres;02 Aragón;De 45 a 54 años;2008T1;3,3
Hombres;02 Aragón;De 45 a 54 años;2007T4;2,2
Hombres;02 Aragón;De 45 a 54 años;2007T3;1,9
Hombres;02 Aragón;De 45 a 54 años;2007T2;1
Hombres;02 Aragón;De 45 a 54 años;2007T1;1,7
Hombres;02 Aragón;De 45 a 54 años;2006T4;0,9
Hombres;02 Aragón;De 45 a 54 años;2006T3;1,7
Hombres;02 Aragón;De 45 a 54 años;2006T2;2,6
Hombres;02 Aragón;De 45 a 54 años;2006T1;2,3
Hombres;02 Aragón;De 45 a 54 años;2005T4;0,5
Hombres;02 Aragón;De 45 a 54 años;2005T3;1,7
Hombres;02 Aragón;De 45 a 54 años;2005T2;1,7
Hombres;02 Aragón;De 45 a 54 años;2005T1;2,2
Hombres;02 Aragón;De 45 a 54 años;2004T4;1,1
Hombres;02 Aragón;De 45 a 54 años;2004T3;0,5
Hombres;02 Aragón;De 45 a 54 años;2004T2;0,8
Hombres;02 Aragón;De 45 a 54 años;2004T1;1,1
Hombres;02 Aragón;De 45 a 54 años;2003T4;1,8
Hombres;02 Aragón;De 45 a 54 años;2003T3;2
Hombres;02 Aragón;De 45 a 54 años;2003T2;2
Hombres;02 Aragón;De 45 a 54 años;2003T1;2
Hombres;02 Aragón;De 45 a 54 años;2002T4;1
Hombres;02 Aragón;De 45 a 54 años;2002T3;1
Hombres;02 Aragón;De 45 a 54 años;2002T2;1
Hombres;02 Aragón;De 45 a 54 años;2002T1;0,8
Hombres;02 Aragón;55 y más años;2024T3;4,6
Hombres;02 Aragón;55 y más años;2024T2;2,6
Hombres;02 Aragón;55 y más años;2024T1;3,1
Hombres;02 Aragón;55 y más años;2023T4;4,2
Hombres;02 Aragón;55 y más años;2023T3;4,4
Hombres;02 Aragón;55 y más años;2023T2;2,8
Hombres;02 Aragón;55 y más años;2023T1;2,6
Hombres;02 Aragón;55 y más años;2022T4;5
Hombres;02 Aragón;55 y más años;2022T3;4,6
Hombres;02 Aragón;55 y más años;2022T2;6
Hombres;02 Aragón;55 y más años;2022T1;4,7
Hombres;02 Aragón;55 y más años;2021T4;5,8
Hombres;02 Aragón;55 y más años;2021T3;4,4
Hombres;02 Aragón;55 y más años;2021T2;5,2
Hombres;02 Aragón;55 y más años;2021T1;6,2
Hombres;02 Aragón;55 y más años;2020T4;4,8
Hombres;02 Aragón;55 y más años;2020T3;6,1
Hombres;02 Aragón;55 y más años;2020T2;5,5
Hombres;02 Aragón;55 y más años;2020T1;5,6
Hombres;02 Aragón;55 y más años;2019T4;5,4
Hombres;02 Aragón;55 y más años;2019T3;6,4
Hombres;02 Aragón;55 y más años;2019T2;6,5
Hombres;02 Aragón;55 y más años;2019T1;5
Hombres;02 Aragón;55 y más años;2018T4;6,1
Hombres;02 Aragón;55 y más años;2018T3;4,7
Hombres;02 Aragón;55 y más años;2018T2;5,1
Hombres;02 Aragón;55 y más años;2018T1;4,2
Hombres;02 Aragón;55 y más años;2017T4;4,3
Hombres;02 Aragón;55 y más años;2017T3;3,4
Hombres;02 Aragón;55 y más años;2017T2;3,2
Hombres;02 Aragón;55 y más años;2017T1;3,9
Hombres;02 Aragón;55 y más años;2016T4;4,8
Hombres;02 Aragón;55 y más años;2016T3;5,7
Hombres;02 Aragón;55 y más años;2016T2;4,4
Hombres;02 Aragón;55 y más años;2016T1;4,5
Hombres;02 Aragón;55 y más años;2015T4;3,3
Hombres;02 Aragón;55 y más años;2015T3;2,7
Hombres;02 Aragón;55 y más años;2015T2;3
Hombres;02 Aragón;55 y más años;2015T1;5,1
Hombres;02 Aragón;55 y más años;2014T4;6,4
Hombres;02 Aragón;55 y más años;2014T3;6
Hombres;02 Aragón;55 y más años;2014T2;8,6
Hombres;02 Aragón;55 y más años;2014T1;8,2
Hombres;02 Aragón;55 y más años;2013T4;7,3
Hombres;02 Aragón;55 y más años;2013T3;5,8
Hombres;02 Aragón;55 y más años;2013T2;5,4
Hombres;02 Aragón;55 y más años;2013T1;7,9
Hombres;02 Aragón;55 y más años;2012T4;5,3
Hombres;02 Aragón;55 y más años;2012T3;6,5
Hombres;02 Aragón;55 y más años;2012T2;5,6
Hombres;02 Aragón;55 y más años;2012T1;5,2
Hombres;02 Aragón;55 y más años;2011T4;7,3
Hombres;02 Aragón;55 y más años;2011T3;5,8
Hombres;02 Aragón;55 y más años;2011T2;5,7
Hombres;02 Aragón;55 y más años;2011T1;3,7
Hombres;02 Aragón;55 y más años;2010T4;4,4
Hombres;02 Aragón;55 y más años;2010T3;5
Hombres;02 Aragón;55 y más años;2010T2;5
Hombres;02 Aragón;55 y más años;2010T1;3
Hombres;02 Aragón;55 y más años;2009T4;4,1
Hombres;02 Aragón;55 y más años;2009T3;2,6
Hombres;02 Aragón;55 y más años;2009T2;3,4
Hombres;02 Aragón;55 y más años;2009T1;1,7
Hombres;02 Aragón;55 y más años;2008T4;1,7
Hombres;02 Aragón;55 y más años;2008T3;0,3
Hombres;02 Aragón;55 y más años;2008T2;0,4
Hombres;02 Aragón;55 y más años;2008T1;1,6
Hombres;02 Aragón;55 y más años;2007T4;1,4
Hombres;02 Aragón;55 y más años;2007T3;2,3
Hombres;02 Aragón;55 y más años;2007T2;1,4
Hombres;02 Aragón;55 y más años;2007T1;1,1
Hombres;02 Aragón;55 y más años;2006T4;0,3
Hombres;02 Aragón;55 y más años;2006T3;1,8
Hombres;02 Aragón;55 y más años;2006T2;1,3
Hombres;02 Aragón;55 y más años;2006T1;2,3
Hombres;02 Aragón;55 y más años;2005T4;1,4
Hombres;02 Aragón;55 y más años;2005T3;1,8
Hombres;02 Aragón;55 y más años;2005T2;1,7
Hombres;02 Aragón;55 y más años;2005T1;0,8
Hombres;02 Aragón;55 y más años;2004T4;0,8
Hombres;02 Aragón;55 y más años;2004T3;1,1
Hombres;02 Aragón;55 y más años;2004T2;0,7
Hombres;02 Aragón;55 y más años;2004T1;0,6
Hombres;02 Aragón;55 y más años;2003T4;0,8
Hombres;02 Aragón;55 y más años;2003T3;1,1
Hombres;02 Aragón;55 y más años;2003T2;0,5
Hombres;02 Aragón;55 y más años;2003T1;1,3
Hombres;02 Aragón;55 y más años;2002T4;1
Hombres;02 Aragón;55 y más años;2002T3;1,1
Hombres;02 Aragón;55 y más años;2002T2;1
Hombres;02 Aragón;55 y más años;2002T1;0,8
Hombres;03 Asturias, Principado de;Total;2024T3;19,2
Hombres;03 Asturias, Principado de;Total;2024T2;25,9
Hombres;03 Asturias, Principado de;Total;2024T1;21,6
Hombres;03 Asturias, Principado de;Total;2023T4;25,4
Hombres;03 Asturias, Principado de;Total;2023T3;28,8
Hombres;03 Asturias, Principado de;Total;2023T2;20,7
Hombres;03 Asturias, Principado de;Total;2023T1;27,8
Hombres;03 Asturias, Principado de;Total;2022T4;32,8
Hombres;03 Asturias, Principado de;Total;2022T3;27,3
Hombres;03 Asturias, Principado de;Total;2022T2;25
Hombres;03 Asturias, Principado de;Total;2022T1;22,1
Hombres;03 Asturias, Principado de;Total;2021T4;22,2
Hombres;03 Asturias, Principado de;Total;2021T3;26,3
Hombres;03 Asturias, Principado de;Total;2021T2;27,8
Hombres;03 Asturias, Principado de;Total;2021T1;28,5
Hombres;03 Asturias, Principado de;Total;2020T4;29,5
Hombres;03 Asturias, Principado de;Total;2020T3;30,4
Hombres;03 Asturias, Principado de;Total;2020T2;34,7
Hombres;03 Asturias, Principado de;Total;2020T1;31,9
Hombres;03 Asturias, Principado de;Total;2019T4;29,5
Hombres;03 Asturias, Principado de;Total;2019T3;33
Hombres;03 Asturias, Principado de;Total;2019T2;28,3
Hombres;03 Asturias, Principado de;Total;2019T1;32,6
Hombres;03 Asturias, Principado de;Total;2018T4;26,4
Hombres;03 Asturias, Principado de;Total;2018T3;30,9
Hombres;03 Asturias, Principado de;Total;2018T2;25,3
Hombres;03 Asturias, Principado de;Total;2018T1;32,9
Hombres;03 Asturias, Principado de;Total;2017T4;32,7
Hombres;03 Asturias, Principado de;Total;2017T3;33,2
Hombres;03 Asturias, Principado de;Total;2017T2;29,4
Hombres;03 Asturias, Principado de;Total;2017T1;33
Hombres;03 Asturias, Principado de;Total;2016T4;35,8
Hombres;03 Asturias, Principado de;Total;2016T3;46,8
Hombres;03 Asturias, Principado de;Total;2016T2;52,2
Hombres;03 Asturias, Principado de;Total;2016T1;48,1
Hombres;03 Asturias, Principado de;Total;2015T4;50,6
Hombres;03 Asturias, Principado de;Total;2015T3;42,5
Hombres;03 Asturias, Principado de;Total;2015T2;51,2
Hombres;03 Asturias, Principado de;Total;2015T1;44,1
Hombres;03 Asturias, Principado de;Total;2014T4;50,4
Hombres;03 Asturias, Principado de;Total;2014T3;46
Hombres;03 Asturias, Principado de;Total;2014T2;49,8
Hombres;03 Asturias, Principado de;Total;2014T1;54,2
Hombres;03 Asturias, Principado de;Total;2013T4;54,7
Hombres;03 Asturias, Principado de;Total;2013T3;60,7
Hombres;03 Asturias, Principado de;Total;2013T2;64,7
Hombres;03 Asturias, Principado de;Total;2013T1;66,6
Hombres;03 Asturias, Principado de;Total;2012T4;61,6
Hombres;03 Asturias, Principado de;Total;2012T3;58,1
Hombres;03 Asturias, Principado de;Total;2012T2;56,7
Hombres;03 Asturias, Principado de;Total;2012T1;53,2
Hombres;03 Asturias, Principado de;Total;2011T4;52,3
Hombres;03 Asturias, Principado de;Total;2011T3;46,6
Hombres;03 Asturias, Principado de;Total;2011T2;46,8
Hombres;03 Asturias, Principado de;Total;2011T1;45,8
Hombres;03 Asturias, Principado de;Total;2010T4;40,5
Hombres;03 Asturias, Principado de;Total;2010T3;35,7
Hombres;03 Asturias, Principado de;Total;2010T2;41,4
Hombres;03 Asturias, Principado de;Total;2010T1;43,1
Hombres;03 Asturias, Principado de;Total;2009T4;35,6
Hombres;03 Asturias, Principado de;Total;2009T3;34,2
Hombres;03 Asturias, Principado de;Total;2009T2;35
Hombres;03 Asturias, Principado de;Total;2009T1;30,5
Hombres;03 Asturias, Principado de;Total;2008T4;22,6
Hombres;03 Asturias, Principado de;Total;2008T3;16,9
Hombres;03 Asturias, Principado de;Total;2008T2;18,2
Hombres;03 Asturias, Principado de;Total;2008T1;16,6
Hombres;03 Asturias, Principado de;Total;2007T4;17,1
Hombres;03 Asturias, Principado de;Total;2007T3;15,8
Hombres;03 Asturias, Principado de;Total;2007T2;18,3
Hombres;03 Asturias, Principado de;Total;2007T1;18
Hombres;03 Asturias, Principado de;Total;2006T4;18,6
Hombres;03 Asturias, Principado de;Total;2006T3;17,8
Hombres;03 Asturias, Principado de;Total;2006T2;16,3
Hombres;03 Asturias, Principado de;Total;2006T1;20,3
Hombres;03 Asturias, Principado de;Total;2005T4;17,9
Hombres;03 Asturias, Principado de;Total;2005T3;17,8
Hombres;03 Asturias, Principado de;Total;2005T2;23,5
Hombres;03 Asturias, Principado de;Total;2005T1;25,4
Hombres;03 Asturias, Principado de;Total;2004T4;17,9
Hombres;03 Asturias, Principado de;Total;2004T3;19,2
Hombres;03 Asturias, Principado de;Total;2004T2;18,6
Hombres;03 Asturias, Principado de;Total;2004T1;19,7
Hombres;03 Asturias, Principado de;Total;2003T4;18,6
Hombres;03 Asturias, Principado de;Total;2003T3;22,4
Hombres;03 Asturias, Principado de;Total;2003T2;18,5
Hombres;03 Asturias, Principado de;Total;2003T1;22,6
Hombres;03 Asturias, Principado de;Total;2002T4;18,4
Hombres;03 Asturias, Principado de;Total;2002T3;19,1
Hombres;03 Asturias, Principado de;Total;2002T2;18,7
Hombres;03 Asturias, Principado de;Total;2002T1;16,4
Hombres;03 Asturias, Principado de;De 16 a 19 años;2024T3;2,4
Hombres;03 Asturias, Principado de;De 16 a 19 años;2024T2;0,6
Hombres;03 Asturias, Principado de;De 16 a 19 años;2024T1;1,1
Hombres;03 Asturias, Principado de;De 16 a 19 años;2023T4;1
Hombres;03 Asturias, Principado de;De 16 a 19 años;2023T3;2,6
Hombres;03 Asturias, Principado de;De 16 a 19 años;2023T2;0,7
Hombres;03 Asturias, Principado de;De 16 a 19 años;2023T1;1,1
Hombres;03 Asturias, Principado de;De 16 a 19 años;2022T4;1,5
Hombres;03 Asturias, Principado de;De 16 a 19 años;2022T3;1,1
Hombres;03 Asturias, Principado de;De 16 a 19 años;2022T2;0,5
Hombres;03 Asturias, Principado de;De 16 a 19 años;2022T1;0,2
Hombres;03 Asturias, Principado de;De 16 a 19 años;2021T4;0,3
Hombres;03 Asturias, Principado de;De 16 a 19 años;2021T3;0,2
Hombres;03 Asturias, Principado de;De 16 a 19 años;2021T2;0,4
Hombres;03 Asturias, Principado de;De 16 a 19 años;2021T1;0,4
Hombres;03 Asturias, Principado de;De 16 a 19 años;2020T4;0,6
Hombres;03 Asturias, Principado de;De 16 a 19 años;2020T3;0,2
Hombres;03 Asturias, Principado de;De 16 a 19 años;2020T2;0,7
Hombres;03 Asturias, Principado de;De 16 a 19 años;2020T1;0,2
Hombres;03 Asturias, Principado de;De 16 a 19 años;2019T4;0,3
Hombres;03 Asturias, Principado de;De 16 a 19 años;2019T3;0,7
Hombres;03 Asturias, Principado de;De 16 a 19 años;2019T2;0,9
Hombres;03 Asturias, Principado de;De 16 a 19 años;2019T1;0,5
Hombres;03 Asturias, Principado de;De 16 a 19 años;2018T4;0,8
Hombres;03 Asturias, Principado de;De 16 a 19 años;2018T3;0,8
Hombres;03 Asturias, Principado de;De 16 a 19 años;2018T2;0,5
Hombres;03 Asturias, Principado de;De 16 a 19 años;2018T1;0,9
Hombres;03 Asturias, Principado de;De 16 a 19 años;2017T4;1,5
Hombres;03 Asturias, Principado de;De 16 a 19 años;2017T3;0,5
Hombres;03 Asturias, Principado de;De 16 a 19 años;2017T2;0,8
Hombres;03 Asturias, Principado de;De 16 a 19 años;2017T1;0,5
Hombres;03 Asturias, Principado de;De 16 a 19 años;2016T4;0,5
Hombres;03 Asturias, Principado de;De 16 a 19 años;2016T3;1,2
Hombres;03 Asturias, Principado de;De 16 a 19 años;2016T2;1
Hombres;03 Asturias, Principado de;De 16 a 19 años;2016T1;0,8
Hombres;03 Asturias, Principado de;De 16 a 19 años;2015T4;0,6
Hombres;03 Asturias, Principado de;De 16 a 19 años;2015T3;0,4
Hombres;03 Asturias, Principado de;De 16 a 19 años;2015T2;1,1
Hombres;03 Asturias, Principado de;De 16 a 19 años;2015T1;0,4
Hombres;03 Asturias, Principado de;De 16 a 19 años;2014T4;1
Hombres;03 Asturias, Principado de;De 16 a 19 años;2014T3;0,4
Hombres;03 Asturias, Principado de;De 16 a 19 años;2014T2;0,6
Hombres;03 Asturias, Principado de;De 16 a 19 años;2014T1;0,7
Hombres;03 Asturias, Principado de;De 16 a 19 años;2013T4;1,4
Hombres;03 Asturias, Principado de;De 16 a 19 años;2013T3;1,5
Hombres;03 Asturias, Principado de;De 16 a 19 años;2013T2;1,9
Hombres;03 Asturias, Principado de;De 16 a 19 años;2013T1;1,3
Hombres;03 Asturias, Principado de;De 16 a 19 años;2012T4;0,3
Hombres;03 Asturias, Principado de;De 16 a 19 años;2012T3;0,4
Hombres;03 Asturias, Principado de;De 16 a 19 años;2012T2;0,5
Hombres;03 Asturias, Principado de;De 16 a 19 años;2012T1;0,7
Hombres;03 Asturias, Principado de;De 16 a 19 años;2011T4;1,4
Hombres;03 Asturias, Principado de;De 16 a 19 años;2011T3;1,7
Hombres;03 Asturias, Principado de;De 16 a 19 años;2011T2;1,5
Hombres;03 Asturias, Principado de;De 16 a 19 años;2011T1;0,9
Hombres;03 Asturias, Principado de;De 16 a 19 años;2010T4;1,7
Hombres;03 Asturias, Principado de;De 16 a 19 años;2010T3;1,3
Hombres;03 Asturias, Principado de;De 16 a 19 años;2010T2;1,6
Hombres;03 Asturias, Principado de;De 16 a 19 años;2010T1;1,5
Hombres;03 Asturias, Principado de;De 16 a 19 años;2009T4;1,1
Hombres;03 Asturias, Principado de;De 16 a 19 años;2009T3;2,1
Hombres;03 Asturias, Principado de;De 16 a 19 años;2009T2;2,8
Hombres;03 Asturias, Principado de;De 16 a 19 años;2009T1;2,6
Hombres;03 Asturias, Principado de;De 16 a 19 años;2008T4;1
Hombres;03 Asturias, Principado de;De 16 a 19 años;2008T3;1,1
Hombres;03 Asturias, Principado de;De 16 a 19 años;2008T2;1,8
Hombres;03 Asturias, Principado de;De 16 a 19 años;2008T1;2,1
Hombres;03 Asturias, Principado de;De 16 a 19 años;2007T4;1,2
Hombres;03 Asturias, Principado de;De 16 a 19 años;2007T3;1
Hombres;03 Asturias, Principado de;De 16 a 19 años;2007T2;0,7
Hombres;03 Asturias, Principado de;De 16 a 19 años;2007T1;0,8
Hombres;03 Asturias, Principado de;De 16 a 19 años;2006T4;0,8
Hombres;03 Asturias, Principado de;De 16 a 19 años;2006T3;0,2
Hombres;03 Asturias, Principado de;De 16 a 19 años;2006T2;1,1
Hombres;03 Asturias, Principado de;De 16 a 19 años;2006T1;0,9
Hombres;03 Asturias, Principado de;De 16 a 19 años;2005T4;0,5
Hombres;03 Asturias, Principado de;De 16 a 19 años;2005T3;1,2
Hombres;03 Asturias, Principado de;De 16 a 19 años;2005T2;0,9
Hombres;03 Asturias, Principado de;De 16 a 19 años;2005T1;1
Hombres;03 Asturias, Principado de;De 16 a 19 años;2004T4;0,7
Hombres;03 Asturias, Principado de;De 16 a 19 años;2004T3;1,3
Hombres;03 Asturias, Principado de;De 16 a 19 años;2004T2;1,3
Hombres;03 Asturias, Principado de;De 16 a 19 años;2004T1;1
Hombres;03 Asturias, Principado de;De 16 a 19 años;2003T4;1,1
Hombres;03 Asturias, Principado de;De 16 a 19 años;2003T3;1,8
Hombres;03 Asturias, Principado de;De 16 a 19 años;2003T2;1,1
Hombres;03 Asturias, Principado de;De 16 a 19 años;2003T1;1,4
Hombres;03 Asturias, Principado de;De 16 a 19 años;2002T4;0,2
Hombres;03 Asturias, Principado de;De 16 a 19 años;2002T3;0,9
Hombres;03 Asturias, Principado de;De 16 a 19 años;2002T2;0,9
Hombres;03 Asturias, Principado de;De 16 a 19 años;2002T1;0,7
Hombres;03 Asturias, Principado de;De 20 a 24 años;2024T3;2,3
Hombres;03 Asturias, Principado de;De 20 a 24 años;2024T2;3,1
Hombres;03 Asturias, Principado de;De 20 a 24 años;2024T1;2,6
Hombres;03 Asturias, Principado de;De 20 a 24 años;2023T4;2
Hombres;03 Asturias, Principado de;De 20 a 24 años;2023T3;4,1
Hombres;03 Asturias, Principado de;De 20 a 24 años;2023T2;2,3
Hombres;03 Asturias, Principado de;De 20 a 24 años;2023T1;2,9
Hombres;03 Asturias, Principado de;De 20 a 24 años;2022T4;5,8
Hombres;03 Asturias, Principado de;De 20 a 24 años;2022T3;4
Hombres;03 Asturias, Principado de;De 20 a 24 años;2022T2;2,8
Hombres;03 Asturias, Principado de;De 20 a 24 años;2022T1;1,8
Hombres;03 Asturias, Principado de;De 20 a 24 años;2021T4;0,6
Hombres;03 Asturias, Principado de;De 20 a 24 años;2021T3;2,8
Hombres;03 Asturias, Principado de;De 20 a 24 años;2021T2;2,5
Hombres;03 Asturias, Principado de;De 20 a 24 años;2021T1;2,6
Hombres;03 Asturias, Principado de;De 20 a 24 años;2020T4;3,7
Hombres;03 Asturias, Principado de;De 20 a 24 años;2020T3;3,4
Hombres;03 Asturias, Principado de;De 20 a 24 años;2020T2;3,2
Hombres;03 Asturias, Principado de;De 20 a 24 años;2020T1;2
Hombres;03 Asturias, Principado de;De 20 a 24 años;2019T4;2,7
Hombres;03 Asturias, Principado de;De 20 a 24 años;2019T3;2,2
Hombres;03 Asturias, Principado de;De 20 a 24 años;2019T2;1,8
Hombres;03 Asturias, Principado de;De 20 a 24 años;2019T1;2,6
Hombres;03 Asturias, Principado de;De 20 a 24 años;2018T4;0,9
Hombres;03 Asturias, Principado de;De 20 a 24 años;2018T3;2,8
